country,round,Column1,survey_date,Column2,Column3,enum_sex,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,site_id,site_name,Column28,Column29,site_open,site_date_open,site_date_close,site_location,site_zone,site_district,site_municipality,Column30,site_latitude,site_longitude,Column31,Column32,site_class,site_type,Column33,Column34,site_date_close_exp,Column35,Column36,site_access,Column37,site_owner,site_shelter,Column38,smc_exist,smc_per_female,site_community,Column39,Column40,sma_exist,sma_type,Column41,sma_name,Column42,Column43,regist_activity,origin_zone,origin_district,origin_municipality,Column44,Column45,Column46,Column47,Column48,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_adult,n_elder_female,n_elder,n_female,n_pregnant,n_pregnant_adult,n_pregnant_youth,n_lactating,n_pwd,n_child_sep,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,n_chronic_ill,site_dist_origin,site_idp_last,prev_displaced,return_area,Column49,return_prevent,Column50,per_sleep_site,Column51,prev_own,per_hh_outside,per_hh_indoors,per_hh_tents,Column52,per_hh_makeshift,Column53,Column54,per_hh_electricity,per_hh_safecook,nfi_a,Column55,nfi_b,Column56,nfi_c,Column57,water_location,Column58,water_source_np,Column59,water_source_p,Column60,Column61,water_treated,Column62,water_cons,water_remark,Column63,latrine_cond,n_latrine,latrine_gender,n_latrine_male,n_latrine_female,Column64,n_latrine_disable,Column65,latrine_install,Column66,latrine_site,latrine_time,Column67,bathing_gender,latrine_light,latrine_lock,Column68,Column69,hyg_evidence,Column70,hyg_waste,Column71,hyg_open_def,food_access,food_market,Column72,food_source,Column73,Column74,food_fuel,Column75,Column76,Column77,food_sup_lac,food_sup_child,health_issue,Column78,health_issue_b,Column79,health_issue_c,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,health_psych,health_psych_rem,health_antenat,Column90,Column91,health_center_dist,Column92,health_provider,Column93,Column94,edu_access,edu_access_f,edu_access_i,edu_distance,Column95,Column96,Column97,per_sch_female,per_sch_male,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,job_main,job_main_other,n_hh_income,job_access,Column114,job_cattle_site,job_offer,job_offer_how,Column115,job_offer_to,job_abr,Column116,job_abr_in,job_abr_family,job_recruit,Column117,food_land,Column118,Column119,Column120,Column121,sec_provided,sec_reported,sec_provider,Column122,sec_issue,Column123,Column124,Column125,Column126,Column127,Column128,n_space_child,n_space_female,Column129,gbv_report,sec_mens_seg,Column130,sec_min_discriminate,safe_male,site_unsafe_male,Column131,safe_child,site_unsafe_child,Column132,safe_female,site_unsafe_female,Column133,site_lighting,hyg_f_product,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159,Column160,Column161,Column162,Column163,Column164,Column165,Column166,Column167,Column168,Column169,support_problem,Column170,info_src_female,Column171,info_src_male,Column172,info_complaint,Column173,info_main,Column174,info_free,Column175,<1500
Nepal,6,,24/02/16,,,female,,male,SMC chairman,,,,,female,,,,,,,,,,,,,,,,,486,Damgade,Existing site,,Yes,24/05/15,,Peri-Urban,Bagmati,Dhading,Nilkantha,12,27.92288,84.89431,808.9490368,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Unknown,,Yes,Yes,Private,Temporary shelter (CGIs),,Yes,<25%,Yes,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Dhading,Ree gaun,9,Bagmati,Dhading,Ree,7,116,406,17,6,70,93,6,192,17,34,52,58,64,134,75,168,6,12,214,2,2,0,45,1,0,25,0,11,406,0,Longer than 3 hours,09/08/15,Yes,None (Stay here),,Fear of landslide/aftershock,,>75%,No,>75%,None,None,<25%,51% to 75%,<25%,None,,None,None,Fire wood,,Cooking gas,,Tools,,On-site,No,Piped water supply,,Piped water supply,,,No treatment,,5-10 liters,None,,Non usable,12,No,0,0,0,0,4,Provided,NA,On-site,Day time,No,No,No,No,0,,,,Burning,,No,No,Yes,Less than 1 hour,Borrowed cash,,,No,,,No,No,No,None,,None,,None,,0,1,0,1,0,0,0,Yes,No,No,,Yes,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,15,No,Lower,No,Yes,Recruitment agency,,Husband,No,,,No,No,,No,Tailoring,,construction,,No,Yes,,,Others,GBV,None,,Yes,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,No,Other,Communal space,No lighting,Yes,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999",Buy food,,100,>75%,IOM,,,,,,,,,,,Yes,,On-site,,,,,,Yes,,,None,,Families & friends,,Mobile phone,,Unknown,,Shelter,,Yes,Most of households have bought the same land where they are living now.,<1500
Nepal,6,,25/02/16,,,male,,male,secretary,,,,,female,,,,,,,,,,,,,,,,,236,Simbutar,Existing site,,Yes,30/04/15,,Rural,Bagmati,Nuwakot,Bidur ,1,27.92837,85.15141,565.4108754,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Unknown,,Yes,Yes,Public/Government,Temporary shelter (CGIs),,Yes,<25%,Yes,,,No,,,,,,Yes,Bagmati,Nuwakot,salme,9,Bagmati,Nuwakot,Valche,2,302,1276,25,27,150,410,42,654,25,50,30,57,140,290,400,810,27,69,622,15,15,0,50,5,0,15,0,5,1272,20,Longer than 3 hours,01/08/15,Yes,Nearest village,,House damaged/destroyed,,>75%,No,>75%,None,None,None,>75%,None,None,,>75%,<25%,Support in reconstruction,,Fire wood,,None,,On-site,No,Spring/river,,Piped water supply,,,No treatment,,<5 liters,None,,Not so good (not hygienic),24,"Yes, next to each other/same HWS",12,12,0,0,0,Provided,"Red Cross, Korean NGO",On-site,Day time,No,No,Yes,No,0,,,,Garbage pit,,No,No,Yes,Less than 1 hour,Own Cash,,,Yes,Collect personally,,No,Yes,Yes,Cough,,Cold,,None,,1,24,2,26,0,0,0,No,Yes,No,,No,Too far,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,90,Yes,Lower,No,No,,,,No,,,No,No,,No,Agriculture,,Agriculture,,Yes,No,Police,,None,,None,,Yes,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,"IOM, Korean ngo",,Yes,Yes,,,,Yes,,,Yes,,,On-site,,,,,,Yes,,,None,,Local leader,,Families & friends,,No,,Recovery plans,,Yes,,<1500
Nepal,6,,24/02/16,,,male,,male,Member,,,Ki,,female,Member,,,Ki,,male,Member,,,Fgd,,female,Member,,,Fgd,530,Bhimtar,Existing site,,Yes,25/04/15,,Rural,Bagmati,Sindhupalchok,Sangachowk,9,27.68951,85.68343,726.6520361,,Spontaneous,Agricultural land,,No,Unknown,Not closing,,Yes,No,Private,Temporary shelter (CGIs),,Yes,<25%,No,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Sindhupalchok,Sangachowk,9,,,,,151,682,22,30,60,151,37,300,15,37,67,97,75,135,173,324,52,89,382,9,7,2,25,7,0,4,0,130,680,50,<10 mins,26/04/15,No,None (Stay here),,House damaged/destroyed,,>75%,No,>75%,None,None,None,>75%,None,None,,>75%,51% to 75%,Kitchen sets,,Tools,,None,,Off-site (More than 20 minutes),Yes,Surface water,,Piped water supply,,,No treatment,,>15 liters,None,,Not so good (not hygienic),45,No,0,0,0,0,0,Provided,Red Cross,On-site,Both times,Yes,No,No,Yes,0,,,,No waste disposal system,,Yes,No,No,2-6 hours,Own cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,4,3,0,3,4,0,4,Yes,No,No,,Yes,,,Off-site (More than 2 hours),,Government,,No,Yes,Yes,Yes,On-site (Less than 20 minutes),Government,On-site (Less than 20 minutes),Save the children,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,5,Yes,Similar,Yes,No,,,,No,,,No,No,,Yes,Agriculture,,Store/small business,,No,No,,,None,,None,,Yes,Unknown,,1,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,No lighting,Yes,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,0,No winterization assistance,,,,,,,,,,,,,,,On-foot,,No,Yes,No,No,,,None,,Site management,,Site management,,No,,For how long the site will remain active,,Yes,Hygien knowledge is needed,<1500
Nepal,6,,22/02/16,,,male,,female,Member,,,,,male,Advisor,,,,,,,,,,,,,,,,628,Jholunge,Existing site,,Yes,26/04/15,,Rural,Gandaki,Gorkha,Simjung,9,28.16897,84.70477,793.6,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Unknown,,Yes,Yes,Private,Temporary shelter (CGIs),,Yes,25% to 50%,Yes,,,Yes,International NGO,,People in Need,,,Yes,Gandaki,Gorkha,Saurpani,8,,,,,24,117,4,6,16,26,5,57,4,8,4,10,22,38,24,50,6,11,60,2,2,0,1,1,0,4,0,5,115,0,10-30 minutes,16/06/15,Yes,None (Stay here),,Fear of landslide/aftershock,,>75%,No,>75%,None,None,None,>75%,None,None,,None,None,Kitchen sets,,CGIs,,Electric supply,,On-site,No,Piped water supply,,Piped water supply,,,No treatment,,5-10 liters,None,,Not so good (not hygienic),1,No,0,0,0,0,1,Provided,UNICEF,On-site,Day time,No,No,No,Yes,1,Yes,Yes,No,Burning,,No,"Yes, On-Site",Yes,Less than 1 hour,Own cash,,,Yes,Collect personally,,Yes,No,No,None,,None,,None,,0,0,0,0,0,0,0,Yes,No,Unknown,,Yes,,,On-site,Government,Local clinic/medical practitioners,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,0,Yes,Lower,Yes,No,,,,Unknown,,,No,No,,Yes,Weaving/knitting,,construction,,Yes,Yes,Police,,None,,None,,Yes,Unknown,Only one toilet and no lighting,0,0,Yes,Unknown,No,,No,Yes,,,No,Toilet,,No,Toilet,,No lighting,No,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999",Daily household misc. needs,,100,>75%,"IOM, PIN",,Yes,,,Yes,,,,,,,,On-site,,,,,,Yes,,,None,,Families & friends,,Radio/Newspaper,,No,,Recovery plans,,Yes,"Stay here, no possibility to go back.",<1500
Nepal,6,,23/02/16,,,male,,male,President,,,Ki,,female,,,,Ki,,male,Memner,,,Fgd,,female,,,,Fgd,576,Kafledanda ( Selang-1),Existing site,,Yes,28/04/15,,Rural,Bagmati,Sindhupalchok,Selang,1,27.84543,85.719022,1858.693002,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Not closing,,Yes,No,Public/Government,Makeshift/tarpaulin shelter,,Yes,<25%,Yes,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Sindhupalchok,Selang,8,,,,,42,178,0,13,31,48,6,98,0,0,4,17,19,50,53,101,4,10,80,1,1,0,10,1,0,2,0,7,174,1,10-30 minutes,28/04/15,No,None (Stay here),,Lack of access from landslide,,>75%,No,>75%,None,None,<25%,>75%,None,None,,<25%,<25%,CGIs,,Cooking gas,,Kitchen sets,,Off-site (More than 20 minutes),No,Surface water,,Piped water supply,,,No treatment,,>15 liters,None,,Not so good (not hygienic),3,No,0,0,0,0,0,Provided,Red Cross,On-site,Both times,Yes,No,No,Yes,1,No,No,No,No waste disposal system,,Yes,No,No,2-6 hours,Own cash,,,Yes,Collect personally,,No,No,No,Diarrhea,,Cough,,Skin infections,,0,1,0,1,0,0,0,No,No,No,,Yes,,,Off-site (More than 2 hours),,Government,,No,Yes,Yes,No,On-site (Less than 20 minutes),Government,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,5,Yes,Lower,No,No,,,,No,,,No,No,,No,Art/Craft,,Store/small business,,No,No,,,None,,Psychological/Emotional abuse,,Yes,Yes,They have no privacy only one room for every activities,0,0,Yes,Yes,No,,No,Yes,,,No,Toilet,,No,Toilet,,No lighting,Yes,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,ACTED,Yes,Yes,Yes,,,,,,,,,,On-site,,,,,,Yes,,,None,,Local leader,,Local leader,,No,,Shelter,,Yes,Toilet are not sufficent and need hygien knowledge,1500 - 2500
Nepal,6,,22/02/16,,,male,,male,Treasurer ( site committee),,,K1,,female,,,,FGD,,male,President ( site committee),,,K1,,female,,,,FGD,577,Banskharka ( Selang-1),Existing site,,Yes,27/04/15,,Rural,Bagmati,Sindhupalchok,Selang,1,27.83599,85.715543,2109.851256,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Not closing,,Yes,No,Public/Government,Makeshift/tarpaulin shelter,,Yes,<25%,Yes,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Sindhupalchok,Selang,2,Bagmati,Sindhupalchok,Golche,1,81,332,24,20,49,69,20,182,4,28,20,40,29,78,81,150,16,36,150,5,5,0,20,3,0,2,0,10,266,3,1-3 hours,20/10/15,No,None (Stay here),,Lack of access from landslide,,>75%,No,>75%,None,None,<25%,None,>75%,None,,None,None,CGIs,,Kitchen sets,,Tools,,Off-site (Less than 20 minutes),No,Surface water,,Piped water supply,,,No treatment,,>15 liters,All of the above,,Not so good (not hygienic),10,No,0,0,0,0,0,Provided,Red Cross,On-site,Both times,No,No,No,Yes,0,,,,Garbage pit,,No,No,No,2-6 hours,Own cash,,,Yes,Collect personally,,No,No,Yes,Diarrhea,,Cough,,Skin infections,,1,3,0,3,0,0,0,Yes,Yes,No,,Yes,,,Off-site (More than 2 hours),,Government,,No,Yes,Yes,No,On-site (Less than 20 minutes),Government,,,>75%,>75%,Fees or costs,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,None,,0,No,Lower,Yes,No,,,,No,,,No,No,,No,Weaving/knitting,,construction,,No,No,,,None,,None,,Yes,Unknown,,0,0,Yes,Unknown,Yes,Separate room,No,Yes,,,Yes,,,No,Toilet,,No lighting,Yes,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,NGO,Yes,Yes,Yes,,,,,,,,,,On-site,,,,,,Yes,,,None,,Radio/Newspaper,,Radio/Newspaper,,Unknown,,For how long the site will remain active,,Yes,Lack of wash awareness in the site,1500 - 2500
Nepal,6,,23/02/16,,,female,,male,SMC secretary,,,,,female,,,,,,,,,,,,,,,,,605,Kusume Chautaro,Existing site,,Yes,20/08/15,,Peri-Urban,Bagmati,Dhading,Nilkantha,12,27.90051,84.89377,667.8249208,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Unknown,,Yes,Yes,Public/Government,Temporary shelter (CGIs),,Yes,<25%,Yes,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Dhading,Shertung,9,Bagmati,Dhading,Sertung,8,63,230,3,3,35,60,9,110,3,6,16,19,38,73,57,117,6,15,120,2,2,0,19,3,0,23,0,10,230,0,Longer than 3 hours,22/08/15,Yes,Don't know,,Fear of landslide/aftershock,,>75%,No,>75%,None,None,None,>75%,None,None,,>75%,None,Fire wood,,Cooking gas,,Tools,,On-site,No,Spring/river,,Piped water supply,,,No treatment,,5-10 liters,None,,Not so good (not hygienic),4,No,0,0,0,0,0,Built by displaced communities,,Off-site,Day time,No,No,No,No,0,,,,Burning,,Yes,"Yes, On-Site",Yes,Less than 1 hour,Borrowed cash,,,No,,,No,No,No,Diarrhea,,Cough,,Headache,,0,2,0,2,0,1,1,Yes,Yes,Yes,NA,Yes,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,None,,10,Yes,Lower,No,No,,,,No,,,No,No,,No,Weaving/knitting,,construction,,No,No,,,None,,None,,Yes,Unknown,,0,1,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,No lighting,Yes,90,>75%,Yes,Yes,10000,"10,000-24,999",7500,"Less than 10,000",17500,"10,000-24,999",Buy food,,100,>75%,IOM,,,,,,,,,,,Yes,,On-site,,,,,,Yes,,,None,,Radio/Newspaper,,Social Media,,Unknown,,Recovery plans,,Yes,,<1500
Nepal,6,,27/02/16,,,male,,male,President,,,Ki,,female,Member,,,Ki,,male,Member,,,Fgd,,female,Member,,,Fgd,624,Bhedichaur,Existing site,,Yes,27/04/15,,Rural,Bagmati,Sindhupalchok,Nawalpur,9,27.81362,85.64036,1556.9,,Spontaneous,Community forest,,No,Unknown,Not closing,,Yes,No,Public/Government,Temporary shelter (CGIs),,Yes,<25%,Yes,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Sindhupalchok,Singpal kavre,2,,,,,24,108,2,2,16,31,3,54,2,4,5,7,11,27,30,61,6,9,54,0,0,0,5,1,0,0,0,5,83,2,30 mins - 1 hour,25/06/15,No,None (Stay here),,Lack of access from landslide,,>75%,No,>75%,None,None,None,>75%,None,None,,>75%,51% to 75%,Kitchen sets,,None,,None,,Off-site (More than 20 minutes),No,Surface water,,Piped water supply,,,No treatment,,>15 liters,None,,Not so good (not hygienic),8,No,0,0,0,0,2,Provided,Oxfam,On-site,Both times,Yes,No,No,Yes,0,,,,No waste disposal system,,No,"Yes, On-Site",Yes,Less than 1 hour,Own cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,0,1,0,1,3,0,3,Yes,No,No,,Yes,,,Off-site (Less than 30 minutes),,Government,,No,Yes,Yes,No,Off-site (More than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,95,Yes,Similar,Yes,No,,,,No,,,No,No,,No,Weaving/knitting,,Store/small business,,No,No,,,None,,None,,Yes,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,No,Toilet,,No lighting,Yes,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,ACTED,Yes,Yes,Yes,,,,Yes,,,,,,On-site,,,,,,Yes,,,Complications by local community in receiving support,,Local leader,,Radio/Newspaper,,Unknown,,For how long the site will remain active,,Yes,Land belongs to community forest,1500 - 2500
Nepal,6,,01/03/16,,,male,,male,,,,,,male,,,,,,male,,,,,,,,,,,589,Pani Pokhari,Existing site,Bumatole,Yes,26/05/15,,Rural,Janakpur,Dolakha,Suspakshemawati,1,27.4277,86.3306,2270.787613,,Spontaneous,Agricultural land,,No,Unknown,Not closing,,Yes,No,Private,Temporary shelter (CGIs),,Yes,25% to 50%,Yes,,,Yes,International NGO,,ACTED,,,Yes,Janakpur,Dolakha,Suspakshemawati,1,,,,,85,386,6,13,52,85,26,182,7,13,12,25,67,119,90,175,28,54,204,2,2,0,18,12,2,9,2,15,320,10,30 mins - 1 hour,10/10/15,No,None (Stay here),,Fear of landslide/aftershock,,>75%,Yes,>75%,None,None,<25%,>75%,None,None,,>75%,<25%,CGIs,,Blankets,,Tarpaulin,,On-site,Yes,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,None,,Good (Hygienic),26,No,0,0,0,0,8,Provided,"Red Cross, Plan International",On-site,Both times,No,Yes,No,Yes,3,Yes,No,No,Garbage pit,,Yes,No,No,1-2 hours,Own cash,,,Yes,Collect personally,,No,No,No,Diarrhea,,Cold,,Cough,,2,8,2,10,0,0,0,No,Yes,No,,Yes,,,Off-site (1-2 hours),,Government,,No,Yes,Yes,No,On-site (Less than 20 minutes),Government,,,>75%,>75%,Fees or costs,,,None,,,Fees or costs,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,100,Yes,Lower,No,No,,,,Yes,,Gulf countries,No,No,,Yes,Weaving/knitting,,Store/small business,,No,No,,,None,,None,,Yes,Yes,Acess to referral mechanism but people are reluctant to approach.,0,0,Yes,No,No,,No,Yes,,,Yes,,,No,Other,In their own shelter due to absence of lock,"Yes, there is lighting but it is NOT adequate",Yes,100,>75%,Yes,No,32500,"25,000 or more",,,32500,"25,000 or more","Buy clothes, blankets, etc.",,100,>75%,"IOM, Red Cross",Yes,,Yes,,Yes,,,,,,,,On-site,,,,,,Yes,,,Complications by local community in receiving support,,Families & friends,,Radio/Newspaper,,Yes,SMC,Recovery plans,,Yes,Local Authorities are planning tonrelocate the site.,1500 - 2500
Nepal,6,,22/02/16,,,female,,male,SMC member,,,,,female,Site resident,,,,,,,,,,,,,,,,203,Hope Esparanza,Existing site,,Yes,16/05/15,,Urban,Bagmati,Kathmandu,Kathmandu municipality,6,27.714679,85.3599,1331.992197,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Unknown,,Yes,Yes,Public/Government,Makeshift/tarpaulin shelter,,Yes,None,Yes,,,Yes,Individual/Private,,Dwarikas hotel,,,Yes,Bagmati,Sindhupalchok,Tatopani,6,Bagmati,Sindhupalchok,Tatopani,7,90,333,4,8,40,89,19,160,4,8,9,17,44,84,105,194,11,30,173,0,0,0,10,0,1,5,0,1,0,0,Longer than 3 hours,19/05/15,No,Place of origin,,House damaged/destroyed,,>75%,No,51% to 75%,None,None,>75%,None,None,None,,>75%,>75%,Electric supply,,Mosquito net,,None,,On-site,Yes,Hand pumps,,Hand pumps,,,Filtered,,>15 liters,None,,Good (Hygienic),4,"Yes, separate entrance/Hand Washing Station",2,2,0,0,0,Provided,Dwarikas hotel,On-site,Both times,Yes,Yes,Yes,Yes,2,Yes,Yes,Yes,Municipal collection,,No,"Yes, On-Site",Yes,Less than 1 hour,Food distribution/donation,,Dwarika's Foundation,Yes,Available for purchase from market,,Yes,Yes,Yes,None,,None,,None,,0,1,0,1,0,0,0,Yes,Yes,No,,Yes,,,Off-site (Less than 30 minutes),,Local clinic/medical practitioners,,Yes,Yes,Yes,Yes,Off-site (More than 20 minutes),,On-site (Less than 20 minutes),Government,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,None,,0,No,Lower,No,No,,,,No,,,No,No,,No,Weaving/knitting,,Electric works,,No,No,,,None,,None,,No,No,,1,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,100,>75%,Yes,Yes,10000,"10,000-24,999",13000,"10,000-24,999",23000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,NGO,,Yes,Yes,,Yes,,,,,,,,On-site,,,,,,Yes,,,None,,Radio/Newspaper,,Radio/Newspaper,,Yes,Police,Work opportunities,,Yes,,<1500
Nepal,6,,26/02/16,,,male,,male,,,,Ki,,female,,,,Ki,,,,,,Fgd,,female,,,,Fgd,625,Korthali naya basti,Existing site,,Yes,28/04/15,,Rural,Bagmati,Sindhupalchok,Tatopani,9,27.93286,85.94853,2068.4,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Not closing,,"No,  no vehicular access",No,Public/Government,Makeshift/tarpaulin shelter,,Yes,None,No,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Sindhupalchok,Tatopani,9,,,,,46,169,5,5,5,46,9,70,5,10,13,18,32,37,44,90,5,14,99,0,0,0,13,6,0,0,0,4,100,2,30 mins - 1 hour,14/02/16,No,None (Stay here),,Lack of access from landslide,,>75%,No,>75%,None,None,None,None,>75%,None,,None,<25%,CGIs,,None,,None,,Off-site (Less than 20 minutes),Yes,Surface water,,Piped water supply,,,No treatment,,>15 liters,None,,No toilets,,,,,,,,,,,,,No,,,0,,,,No waste disposal system,,Yes,No,No,1-2 hours,Own cash,,,Yes,Collect personally,,No,No,No,Skin infections,,Cough,,Cold,,0,4,0,4,2,0,2,Yes,No,No,,Yes,,,Off-site (Less than 30 minutes),,Government,,No,Yes,Yes,No,Off-site (More than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,None,,0,No,Lower,No,No,,,,No,,,Yes,No,,Yes,Weaving/knitting,,Store/small business,,No,No,,,None,,None,,Yes,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,No,Toilet,,No,Toilet,,"Yes, there is lighting but it is NOT adequate",Yes,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,ACTED,Yes,Yes,Yes,,,,Yes,,,,,,Off-site (Less than 1 hour),On-foot,,No,Yes,No,Yes,,,None,,Mobile phone,,Mobile phone,,No,,Recovery plans,,No,Cgi sheet and toilet is needed,1500 - 2500
Nepal,6,,25/02/16,,,female,,male,Site resident,,,,,female,Site resident,,,,,female,Head cook,,,,,,,,,,553,Sherpa Camp (Kapan),Existing site,,Yes,13/05/15,,Peri-Urban,Bagmati,Kathmandu,Budanilkantha municipality,14,27.44684,85.22626,1055.840039,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Not closing,,Yes,Yes,Public/Government,Makeshift/tarpaulin shelter,,Yes,<25%,Yes,,,Yes,International NGO,,IOM,,,Yes,Bagmati,Sindhupalchok,Thembathan,9,Bagmati,Sindhupalchok,Gumba,,28,142,0,0,19,34,0,53,0,0,1,1,22,41,66,100,0,0,89,0,0,0,0,1,40,3,0,0,0,1,Longer than 3 hours,02/06/15,No,Place of origin,,Basic infrastructures damaged,,51% to 75%,No,>75%,None,None,None,None,>75%,None,,None,>75%,Electric supply,,Water supply,,None,,On-site,Yes,Hand pumps,,Water truck,,NCV,SODIS,,>15 liters,None,,Not so good (not hygienic),6,"Yes, separate entrance/Hand Washing Station",3,3,0,0,0,Provided,NCV,On-site,Both times,No,No,No,Yes,1,No,No,No,Burning,,No,"Yes, On-Site",No,Less than 1 hour,Food distribution/donation,,Private Donors,Yes,Available for purchase from market,,No,Yes,Yes,Chickenpox,,Cold,,None,,0,1,0,1,0,0,0,Yes,Yes,Yes,IOM,Yes,,,Off-site (Less than 30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,51% to 75%,51% to 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,None,,0,No,Lower,No,No,,,,No,,,No,No,,No,Weaving/knitting,,Electric works,,No,No,,,None,,None,,No,No,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,Yes,70,51%-75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999",Daily household misc. needs,,100,>75%,NGO,,Yes,Yes,,Yes,,,,,,,,On-site,,,,,,Yes,,,None,,Mobile phone,,Radio/Newspaper,,Yes,Police,Work opportunities,,Yes,,<1500
